621687382,621687387,CRML,2025-10-14 09:30:02-04:00,BOT,77.0,29.9,1.0
621687390,621687398,SOAR,2025-10-14 09:59:07-04:00,BOT,542.0,3.7,2.72
621687392,621687404,UAMY,2025-10-14 09:30:12-04:00,BOT,108.0,18.34,1.0
621687409,621687410,ASPI,2025-10-14 14:10:05-04:00,BOT,139.0,14.31,1.0
621687414,621687420,NAK,2025-10-14 11:39:59-04:00,BOT,682.0,2.93,3.43
621687415,621687423,WWR,2025-10-14 09:35:31-04:00,SLD,836.0,2.37,4.34
621687425,621687426,WWR,2025-10-14 09:30:12-04:00,BOT,711.0,2.78,3.57
621687430,621687435,BITF,2025-10-14 15:59:30-04:00,SLD,406.0,5.84,2.11
621687442,621687447,GH,2025-10-14 15:59:30-04:00,BOT,31.0,62.52,1.0
621687457,621687463,ABAT,2025-10-14 15:59:30-04:00,BOT,185.0,11.31,1.0
621687459,621687467,FAST,2025-10-14 15:59:30-04:00,SLD,48.0,42.75,1.01
