621687382,,CRML,2025-10-14 09:30:02-04:00,SLD,77.0,29.8,1.01
621687390,,SOAR,2025-10-14 09:59:06-04:00,SLD,542.0,3.69,2.81
621687392,,UAMY,2025-10-14 09:30:10-04:00,SLD,108.0,18.63,1.02
621687409,,ASPI,2025-10-14 14:10:04-04:00,SLD,139.0,14.3,1.03
621687414,,NAK,2025-10-14 11:39:58-04:00,SLD,682.0,2.93,3.54
621687415,,WWR,2025-10-14 09:35:31-04:00,BOT,836.0,2.39,4.2
621687425,,WWR,2025-10-14 09:30:04-04:00,SLD,711.0,2.81,3.69
621687429,,TAOX,2025-10-14 09:30:20-04:00,BOT,234.0,8.5,1.18
621687430,,BITF,2025-10-14 09:35:44-04:00,BOT,406.0,4.92,2.04
621687432,,ELOG,2025-10-14 09:38:19-04:00,BOT,719.0,2.78,3.61
621687442,,GH,2025-10-14 13:23:17-04:00,SLD,31.0,63.28,1.01
621687457,,ABAT,2025-10-14 13:17:54-04:00,SLD,185.0,10.81,1.03
621687459,,FAST,2025-10-14 09:34:51-04:00,BOT,48.0,41.52,1.0
