CTMX,SELL,1692832703,Filled,1692832705,Cancelled,1692832706,Cancelled
CTMX,BUY,1692832704,Cancelled,1692832707,Cancelled,1692832708,Cancelled
IE,SELL,1692832709,Filled,1692832733,Cancelled,1692832734,Cancelled
IE,BUY,1692832710,Cancelled,1692832735,Cancelled,1692832736,Cancelled
AVNS,BUY,1692832711,Cancelled,,,1692832738,Cancelled
DECK,BUY,1692832712,Cancelled,,,1692832739,Cancelled
INSM,BUY,1692832715,Cancelled,,,1692832743,Cancelled
KBR,BUY,1692832713,Cancelled,,,1692832740,Cancelled
MSTR,BUY,1692832718,Cancelled,,,1692832745,Cancelled
SFM,BUY,1692832714,Cancelled,,,1692832741,Cancelled
ZYBT,BUY,8698,,,,8699,
AMRC,SELL,1692832717,Cancelled,,,1692832744,Cancelled
GRAL,SELL,1692832719,Filled,,,1692832746,PreSubmitted
INTC,SELL,1692832723,Filled,,,1692832750,PreSubmitted
MRVL,SELL,1692832720,Cancelled,,,1692832747,Cancelled
NB,SELL,1692832726,Cancelled,,,1692832753,Cancelled
NUTR,SELL,8710,,,,8711,
PTNM,SELL,8712,,,,8713,
UUUU,SELL,1692832725,Filled,,,1692832752,PreSubmitted
BLZE,SELL,1692832724,Cancelled,,,1692832751,Cancelled
CIFR,SELL,1692832727,Cancelled,,,1692832754,Cancelled
EWTX,SELL,1692832728,Filled,,,1692832755,Filled
EYPT,SELL,1692832729,Filled,,,1692832756,Filled
HTOO,SELL,1692832731,Cancelled,,,1692832758,Cancelled
PSQH,SELL,1692832730,Cancelled,,,1692832757,Cancelled
SDM,SELL,8728,,,,8729,
SLE,SELL,1692832737,Cancelled,,,1692832760,Cancelled
STEM,SELL,1692832742,Cancelled,,,1692832761,Cancelled
