A,momo,long,142.44,2025-10-16,139.7,139.7
AVTR,momo,long,14.32,2025-10-16,13.87,14.98
IQV,momo,long,208,2025-10-16,203.38,203.38
GSK,momo,long,44.23,2025-10-17,43.54,43.88
