1,,TE,2025-10-14 12:12:12-04:00,BOT,1246.0,3.21,0
2,,ONMD,2025-10-16 12:12:12-04:00,BOT,1400.0,2.54,7.26
4,,VBTX,,2025-10-16 12:12:12-04:00,BOT,133.0,30.03,1.0
5,,INSW,2025-10-14 12:12:12-04:00,BOT,133.0,42.62,1.0
1822221969,,LVS,2025-10-13 09:30:20-04:00,BOT,81.0,48.45,1.0
7,,AMGN,2025-10-15 12:12:12-04:00,BOT,13.0,297.79,1.0
8,,BRKR,2025-10-15 12:12:12-04:00,BOT,107,37.35,1.0
1822222003,,IPX,2025-10-13 09:57:09-04:00,BOT,70.0,56.99,1.0
10,,USPH,2025-10-14 12:12:12-04:00,BOT,43.0,91.24,1.0
11,,TIIAY,2025-10-16 12:12:12-04:00,BOT,702.0,5.91,3.51
