BCAX,SELL,422307091,PreSubmitted,422307093,PreSubmitted,422307094,PreSubmitted
BCAX,BUY,422307092,PreSubmitted,422307095,PreSubmitted,422307096,PreSubmitted
BKKT,SELL,422307097,PreSubmitted,422307098,PreSubmitted,422307099,PreSubmitted
BKKT,BUY,422307100,PreSubmitted,422307101,PreSubmitted,422307102,PreSubmitted
DNA,SELL,422307105,PreSubmitted,422307106,PreSubmitted,422307107,PreSubmitted
DNA,BUY,422307108,PreSubmitted,422307109,PreSubmitted,422307110,PreSubmitted
MFH,SELL,422307103,PreSubmitted,422307115,PreSubmitted,422307116,PreSubmitted
MFH,BUY,422307104,PreSubmitted,422307117,PreSubmitted,422307118,PreSubmitted
SMTC,SELL,422307113,PreSubmitted,422307132,PreSubmitted,422307133,PreSubmitted
SMTC,BUY,422307114,PreSubmitted,422307134,PreSubmitted,422307135,PreSubmitted
UNFI,SELL,422307111,PreSubmitted,422307128,PreSubmitted,422307129,PreSubmitted
UNFI,BUY,422307112,PreSubmitted,422307130,PreSubmitted,422307131,PreSubmitted
VOR,SELL,422307174,PreSubmitted,,,422307175,PreSubmitted
VOR,BUY,422307120,PreSubmitted,422307140,PreSubmitted,422307141,PreSubmitted
ZURA,SELL,422307121,PreSubmitted,422307142,PreSubmitted,422307143,PreSubmitted
ZURA,BUY,422307122,PreSubmitted,422307144,PreSubmitted,422307145,PreSubmitted
AMBC,BUY,422307123,PreSubmitted,,,422307146,PreSubmitted
ASTL,BUY,422307124,PreSubmitted,,,422307147,PreSubmitted
DKNG,BUY,422307125,PreSubmitted,,,422307148,PreSubmitted
DXYZ,BUY,422307126,PreSubmitted,,,422307127,PreSubmitted
MENS,BUY,422307136,PreSubmitted,,,422307149,PreSubmitted
MH,BUY,422307137,PreSubmitted,,,422307150,PreSubmitted
OCUL,BUY,422307151,PreSubmitted,,,422307165,PreSubmitted
SPT,BUY,422307154,PreSubmitted,,,422307168,PreSubmitted
SRAD,BUY,422307152,PreSubmitted,,,422307166,PreSubmitted
ULCC,BUY,422307153,PreSubmitted,,,422307167,PreSubmitted
APPS,SELL,422307155,PreSubmitted,,,422307169,PreSubmitted
GPCR,SELL,422307156,PreSubmitted,,,422307170,PreSubmitted
ADPT,BUY,422307158,PreSubmitted,,,422307172,PreSubmitted
GMAB,BUY,422307159,PreSubmitted,,,422307173,PreSubmitted
AMLX,SELL,422307157,PreSubmitted,,,422307171,PreSubmitted
ENTA,SELL,422307160,PreSubmitted,,,422307161,PreSubmitted
FLUX,SELL,422307162,PreSubmitted,,,422307163,PreSubmitted
TDC,SELL,422307176,PreSubmitted,,,422307177,PreSubmitted
