BKKT,SELL,422304401,Filled,422304402,Cancelled,422304403,Cancelled
BKKT,BUY,422304404,Cancelled,422304405,Cancelled,422304406,Cancelled
ENTA,SELL,422304407,Cancelled,422304417,Cancelled,422304418,Cancelled
ENTA,BUY,422304408,Cancelled,422304419,Cancelled,422304420,Cancelled
GRAL,SELL,422304411,Cancelled,422304436,Cancelled,422304437,Cancelled
GRAL,BUY,422304412,Cancelled,422304438,Cancelled,422304439,Cancelled
JFB,SELL,422304413,Cancelled,422304440,Cancelled,422304441,Cancelled
JFB,BUY,422304414,Filled,422304442,Cancelled,422304443,Cancelled
MNMD,SELL,422304415,Cancelled,422304444,Cancelled,422304445,Cancelled
MNMD,BUY,422304416,Filled,422304446,Cancelled,422304447,Cancelled
NUAI,SELL,422304409,Cancelled,422304432,Cancelled,422304433,Cancelled
NUAI,BUY,422304410,Filled,422304434,Cancelled,422304435,Filled
WOLF,SELL,422304426,Filled,422304453,Cancelled,422304454,Cancelled
WOLF,BUY,422304427,Cancelled,422304455,Cancelled,422304456,Cancelled
CAL,BUY,422304428,Cancelled,,,422304457,Cancelled
CART,BUY,422304421,Filled,,,422304448,Cancelled
DXYZ,BUY,422304422,Filled,,,422304449,Cancelled
DYN,BUY,422304423,Cancelled,,,422304450,Cancelled
MTSI,BUY,422304424,Cancelled,,,422304451,Cancelled
NN,BUY,422304425,Cancelled,,,422304452,Cancelled
PEW,BUY,422304429,Cancelled,,,422304458,Cancelled
PGY,BUY,422304430,Filled,,,422304459,Cancelled
TDW,BUY,422304431,Cancelled,,,422304460,Cancelled
APDN,SELL,422304461,Cancelled,,,422304473,Cancelled
ERO,SELL,422304462,Cancelled,,,422304474,Cancelled
FMFC,SELL,8992,,,,8993,
ACB,BUY,422304466,Filled,,,422304478,Cancelled
DNA,BUY,422304467,Cancelled,,,422304479,Cancelled
XNET,BUY,422304464,Cancelled,,,422304476,Cancelled
CRGY,SELL,422304465,Cancelled,,,422304477,Cancelled
DVN,SELL,422304469,Cancelled,,,422304481,Cancelled
JAMF,SELL,422304470,Cancelled,,,422304482,Cancelled
KTB,SELL,422304468,Cancelled,,,422304480,Cancelled
MGY,SELL,422304471,Cancelled,,,422304483,Cancelled
MRCY,SELL,9010,,,,9011,
NOG,SELL,9012,,,,9013,
SLI,SELL,9014,,,,9015,
TALO,SELL,9016,,,,9017,
WLAC,SELL,9018,,,,9019,
