ARBB,SELL,110890729,Cancelled,110890731,Cancelled,110890732,Cancelled
ARBB,BUY,110890730,Filled,110890733,Cancelled,110890734,Cancelled
CRK,SELL,110890735,Filled,110890758,Cancelled,110890759,Cancelled
CRK,BUY,110890736,Cancelled,110890760,Cancelled,110890761,Cancelled
AACT,BUY,110890737,Cancelled,,,110890765,Cancelled
DXC,BUY,110890741,Cancelled,,,110890769,Cancelled
ENR,BUY,110890742,Cancelled,,,110890770,Cancelled
GNRC,BUY,110890738,Cancelled,,,110890766,Cancelled
TME,BUY,110890739,Cancelled,,,110890767,Cancelled
TWI,BUY,110890743,Cancelled,,,110890771,Cancelled
BBAI,SELL,110890740,Cancelled,,,110890768,Cancelled
EFTY,SELL,8431,,,,8432,
PL,SELL,110890745,Cancelled,,,110890773,Cancelled
SAVA,SELL,110890746,Cancelled,,,110890774,Cancelled
SLE,SELL,110890747,Cancelled,,,110890775,Cancelled
SPCE,SELL,110890748,Cancelled,,,110890776,Cancelled
WTTR,SELL,110890749,Cancelled,,,110890777,Cancelled
AAOI,SELL,110890750,Cancelled,,,110890778,Cancelled
BIDU,SELL,110890751,Filled,,,110890779,Filled
ENPH,SELL,110890752,Cancelled,,,110890780,Cancelled
OPAD,SELL,110890753,Cancelled,,,110890781,Cancelled
ORKA,SELL,110890756,Cancelled,,,110890784,Cancelled
OSS,SELL,110890755,Cancelled,,,110890783,Cancelled
RR,SELL,110890754,Cancelled,,,110890782,Cancelled
SKBL,SELL,8457,,,,8458,
SYM,SELL,110890763,Cancelled,,,110890787,Cancelled
VNCE,SELL,110890762,Filled,,,110890786,Cancelled
ALM,BUY,110890764,Filled,,,110890788,Cancelled
ATAI,BUY,110890789,Filled,,,110890794,Cancelled
POET,BUY,110890790,Cancelled,,,110890795,Cancelled
PROF,BUY,110890791,Cancelled,,,110890796,Cancelled
SSYS,BUY,110890793,Cancelled,,,110890798,Cancelled
TMC,BUY,110890792,Cancelled,,,110890797,Cancelled
