1488908364,,NEGG,2025-10-27 09:36:50-04:00,BOT,35.0,56.82,1.0
1488908421,,LNTH,2025-10-27 15:49:50-04:00,BOT,34.0,57.97,1.0
1488908424,,MATX,2025-10-27 09:35:42-04:00,BOT,20.0,96.45,1.0
1488908430,,PINE,2025-10-27 10:14:11-04:00,BOT,143.0,13.986014,1.0
1488908439,,RVMD,2025-10-27 09:30:01-04:00,BOT,36.0,55.875,1.0
1488908352,,SWX,2025-10-28 09:40:34-04:00,BOT,24.0,80.31,1.0
1488908361,,AAL,2025-10-28 14:32:28-04:00,BOT,155.0,12.87,1.0
1488908397,,WPM,2025-10-28 09:30:01-04:00,BOT,21.0,92.57,1.0
1488908409,,CODA,2025-10-28 10:20:32-04:00,BOT,199.0,10.1,1.0
1488908415,,ERIC,2025-10-28 11:30:02-04:00,BOT,207.0,9.655,1.04
1488908418,,GAIN,2025-10-28 09:57:48-04:00,BOT,142.0,14.08,1.0
1488908436,,REGN,2025-10-28 09:30:01-04:00,BOT,3.0,610.5,1.0
1488908341,,CELZ,2025-10-29 10:15:07-04:00,BOT,469.0,4.26,2.36
1488908347,,PMTS,2025-10-29 14:40:36-04:00,BOT,121.0,16.46,1.0
1488908400,,BBW,2025-10-30 09:35:54-04:00,BOT,37.0,53.79,1.0
