NPKI,pullback,long,12.37,2025-10-31,11.71,12.01
PTEN,pullback,long,6.16,2025-10-31,5.51,6.29
CODA,momo,long,10.03,2025-10-28,9.74,10.13
ERIC,momo,long,9.64,2025-10-28,9.49,10.27
LTM,momo,long,45.51,2025-10-30,44.14,45.84
