1488908421,1488908423,LNTH,2025-10-29 15:36:10-04:00,SLD,34.0,55.832,1.01
1488908341,1488908343,CELZ,2025-10-30 11:31:34-04:00,SLD,469.0,3.441322,2.43
1488908347,1488908348,PMTS,2025-11-03 10:30:01-05:00,SLD,121.0,15.56,1.02
1488908352,1488908353,SWX,2025-11-03 10:30:01-05:00,SLD,24.0,79.47,1.0
1488908361,1488908362,AAL,2025-11-03 10:30:00-05:00,SLD,155.0,13.09,1.03
1488908364,1488908365,NEGG,2025-11-03 10:30:01-05:00,SLD,35.0,83.59,1.01
1488908397,1488908398,WPM,2025-11-03 10:30:05-05:00,SLD,21.0,96.52,1.0
1488908400,1488908401,BBW,2025-11-03 10:30:01-05:00,SLD,37.0,53.42,1.01
1488908424,1488908425,MATX,2025-11-03 10:30:00-05:00,SLD,20.0,100.53,1.0
1488908430,1488908431,PINE,2025-11-03 10:30:01-05:00,SLD,143.0,14.64,1.03
1488908436,1488908437,REGN,2025-11-03 10:30:01-05:00,SLD,3.0,657.46,1.0
1488908439,1488908440,RVMD,2025-11-03 10:30:01-05:00,SLD,36.0,58.83,1.01
