BITF,BUY,7297,Submitted,7298,PreSubmitted,7299,PreSubmitted
BITF,SELL,7300,Submitted,7301,PreSubmitted,7302,PreSubmitted
AMPX,BUY,7303,Submitted,7304,PreSubmitted,7305,PreSubmitted
AMPX,SELL,7306,Submitted,7307,PreSubmitted,7308,PreSubmitted
VNTG,BUY,7309,Submitted,7310,PreSubmitted,7311,PreSubmitted
VNTG,SELL,7312,Submitted,7313,PreSubmitted,7314,PreSubmitted
WBTN,BUY,7237,Submitted,,,7238,PreSubmitted
AEI,BUY,7239,PreSubmitted,,,7240,PreSubmitted
CLSK,BUY,7241,Submitted,,,7242,PreSubmitted
MARA,BUY,7243,Submitted,,,7244,PreSubmitted
KTOS,BUY,7245,PreSubmitted,,,7246,PreSubmitted
TNGX,BUY,7247,Submitted,,,7248,PreSubmitted
CRSP,BUY,7249,Submitted,,,7250,PreSubmitted
IHT,SELL,7251,Submitted,,,7252,PreSubmitted
GDC,SELL,7253,Submitted,,,7254,PreSubmitted
WOLF,SELL,7255,PreSubmitted,,,7256,PreSubmitted
RKLB,SELL,7257,Submitted,,,7258,PreSubmitted
ORLA,SELL,7259,Submitted,,,7260,PreSubmitted
CCJ,SELL,7261,Submitted,,,7262,PreSubmitted
SSRM,SELL,7263,Submitted,,,7264,PreSubmitted
RZLV,SELL,7265,PreSubmitted,,,7266,PreSubmitted
OR,SELL,7267,Submitted,,,7268,PreSubmitted
MUX,SELL,7269,Submitted,,,7270,PreSubmitted
JMIA,SELL,7271,Submitted,,,7272,PreSubmitted
CLMT,SELL,7273,Submitted,,,7274,PreSubmitted
SRTA,SELL,7275,PreSubmitted,,,7276,PreSubmitted
MUR,SELL,7277,Submitted,,,7278,PreSubmitted
JAMF,SELL,7279,Submitted,,,7280,PreSubmitted
CNQ,SELL,7281,Submitted,,,7282,PreSubmitted
PPIH,BUY,7283,Submitted,,,7284,PreSubmitted
CRMD,BUY,7285,Submitted,,,7286,PreSubmitted
RIGL,BUY,7287,Submitted,,,7288,PreSubmitted
SNDX,BUY,7289,Submitted,,,7290,PreSubmitted
CSL,BUY,7291,Submitted,,,7292,PreSubmitted
CRBG,BUY,7293,Submitted,,,7294,PreSubmitted
