1446450875,,ELBM,2025-10-09 09:35:16-04:00,BOT,980.0,2.04,4.92
1446450895,,RGNX,2025-10-09 09:38:10-04:00,SLD,157.0,12.71,1.03
1446450897,,AAP,2025-10-09 14:11:18-04:00,BOT,39.0,50.59,1.0
1446450905,,CARS,2025-10-09 13:17:48-04:00,BOT,187.0,10.67,1.0
1446450904,,GRND,2025-10-09 10:27:26-04:00,BOT,155.0,12.84,1.0
1446450908,,JEF,2025-10-09 14:52:25-04:00,BOT,37.0,52.82,1.0
1446450940,,ALNY,2025-10-09 10:13:30-04:00,SLD,4.0,457.15,1.0
1446450947,,OUST,2025-10-09 11:16:22-04:00,SLD,61.0,32.44,1.01
1446450952,,ACXP,2025-10-09 10:17:44-04:00,BOT,272.0,7.34,1.37
1446450958,,HL,2025-10-09 12:40:28-04:00,BOT,156.0,12.78,1.0
1446450962,,RXRX,2025-10-09 14:37:49-04:00,BOT,347.0,5.75,1.74
