QUBT,2025-09-22 08:31:16,BOT,199,19.45,1.0
FLD,2025-09-22 09:00:02,BOT,1033,3.87,5.19
SXT,2025-09-22 09:26:52,BOT,39,101.04,1.0
CXW,2025-09-23 08:49:46,BOT,186,21.57,1.0
CLOV,2025-09-23 09:07:44,BOT,1261,3.17,6.33
SMR,2025-09-23 12:39:49,BOT,95,41.67,1.0
WEX,2025-09-23 13:06:26,BOT,24,160.91,1.0
LAES,2025-09-24 10:49:04,BOT,1049,3.81,5.27
SYM,2025-09-24 11:10:28,BOT,76,52.58,1.0
