CLS,BUY,292799244,PreSubmitted,292799245,PreSubmitted,292799246,PreSubmitted
CLS,SELL,292799247,Filled,292799248,PreSubmitted,292799249,PreSubmitted
PLUG,SELL,292799250,Filled,292799251,PreSubmitted,292799252,PreSubmitted
PLUG,BUY,292799253,PreSubmitted,292799254,PreSubmitted,292799255,PreSubmitted
HUBB,BUY,292799256,PreSubmitted,,,292799258,Cancelled
LX,BUY,292799257,PreSubmitted,,,292799268,Cancelled
MLCO,BUY,292799259,PreSubmitted,,,292799260,Cancelled
WWW,BUY,292799263,Filled,,,292799264,Cancelled
BLDP,SELL,292799265,PreSubmitted,,,292799266,Cancelled
EVAX,SELL,292799261,Filled,,,292799262,Cancelled
FCEL,SELL,292799267,PreSubmitted,,,292799271,Cancelled
KULR,SELL,292799269,PreSubmitted,,,292799274,Cancelled
LAC,SELL,292799270,PreSubmitted,,,292799275,Cancelled
NB,SELL,292799272,PreSubmitted,,,292799273,Cancelled
NUTR,SELL,9535,,,,9536,
RR,SELL,292799278,Filled,,,292799279,Cancelled
RUM,SELL,292799280,PreSubmitted,,,292799287,Cancelled
ABVE,BUY,292799281,PreSubmitted,,,292799282,Cancelled
ACHR,BUY,292799283,PreSubmitted,,,292799289,Cancelled
ATLX,BUY,292799285,PreSubmitted,,,292799291,Cancelled
COGT,BUY,292799284,PreSubmitted,,,292799290,Cancelled
GSM,BUY,292799286,PreSubmitted,,,292799292,Cancelled
LXU,BUY,292799288,PreSubmitted,,,292799294,Cancelled
OSCR,BUY,292799293,PreSubmitted,,,292799296,Cancelled
TARS,BUY,292799295,PreSubmitted,,,292799305,Cancelled
TNDM,BUY,292799297,PreSubmitted,,,292799306,Cancelled
AQB,SELL,292799298,PreSubmitted,,,292799307,Cancelled
ARQT,SELL,292799299,PreSubmitted,,,292799300,Cancelled
CAPR,SELL,292799301,Filled,,,292799308,Cancelled
CRSP,SELL,292799302,Filled,,,292799303,Cancelled
CVNA,SELL,292799304,PreSubmitted,,,292799309,Cancelled
DELL,SELL,292799310,Filled,,,292799311,Cancelled
GME,SELL,292799312,PreSubmitted,,,292799316,Cancelled
QDEL,SELL,292799313,PreSubmitted,,,292799317,Cancelled
SKYT,SELL,292799314,PreSubmitted,,,292799315,Cancelled
