1773975421,1773975425,PPTA,2025-10-30 16:59:31-04:00,BOT,81.0,25.2,1.0
1773975427,1773975430,CRUS,2025-10-30 16:59:32-04:00,BOT,14.0,132.73,1.0
1773975433,1773975437,KEX,2025-10-30 16:59:31-04:00,BOT,18.0,104.49,1.0
1773975447,1773975450,WHD,2025-10-30 16:59:30-04:00,BOT,45.0,43.21,1.0
1773975457,1773975460,ETSY,2025-10-30 16:59:30-04:00,SLD,31.0,61.95,1.01
1773975479,1773975485,FOUR,2025-10-30 16:59:30-04:00,SLD,29.0,66.31,1.01
1773975501,1773975502,RHI,2025-10-30 16:59:30-04:00,SLD,74.0,26.54,1.01
1773975544,1773975546,TTMI,2025-10-30 10:30:29-04:00,SLD,32.0,57.0,1.01
1773975552,1773975554,AVGO,2025-10-30 10:40:37-04:00,SLD,5.0,372.82,1.0
1773975560,1773975563,UHS,2025-10-30 16:59:31-04:00,SLD,8.0,218.24,1.0
