BZAI,SELL,767886367,Filled,767886369,Cancelled,767886370,Cancelled
BZAI,BUY,767886368,Cancelled,767886371,Cancelled,767886372,Cancelled
EVAX,SELL,767886373,Cancelled,767886383,Cancelled,767886384,Cancelled
EVAX,BUY,767886374,Filled,767886385,Cancelled,767886386,Cancelled
HIVE,SELL,767886377,Filled,767886391,Cancelled,767886392,Cancelled
HIVE,BUY,767886378,Cancelled,767886393,Cancelled,767886394,Cancelled
KOPN,SELL,767886375,Cancelled,767886387,Cancelled,767886388,Cancelled
KOPN,BUY,767886376,Filled,767886389,Cancelled,767886390,Cancelled
MFH,SELL,767886379,Cancelled,767886395,Cancelled,767886396,Cancelled
MFH,BUY,767886380,Filled,767886397,Cancelled,767886398,Cancelled
ORIC,SELL,767886381,Cancelled,767886399,Cancelled,767886400,Cancelled
ORIC,BUY,767886382,Cancelled,767886401,Cancelled,767886402,Cancelled
BRBR,BUY,767886403,Cancelled,,,767886410,Cancelled
CAR,BUY,767886404,Cancelled,,,767886412,Cancelled
CNK,BUY,767886405,Filled,,,767886413,PreSubmitted
HOG,BUY,767886407,Cancelled,,,767886415,Cancelled
HTZ,BUY,767886406,Cancelled,,,767886414,Cancelled
KW,BUY,767886408,Cancelled,,,767886418,Cancelled
ROOT,BUY,767886409,Cancelled,,,767886419,Cancelled
SGRY,BUY,767886411,Cancelled,,,767886420,Cancelled
SKY,BUY,767886417,Filled,,,767886427,PreSubmitted
TW,BUY,767886416,Cancelled,,,767886426,Cancelled
DVLT,SELL,767886421,Filled,,,767886431,PreSubmitted
GSRT,SELL,767886422,Cancelled,,,767886432,Cancelled
NNE,SELL,767886423,Filled,,,767886433,PreSubmitted
SLDP,SELL,767886424,Cancelled,,,767886434,Cancelled
CDTX,SELL,767886425,Filled,,,767886435,PreSubmitted
DAWN,SELL,767886428,Cancelled,,,767886437,Cancelled
DNA,SELL,767886430,Cancelled,,,767886439,Cancelled
DPRO,SELL,767886429,Filled,,,767886438,PreSubmitted
GLPG,SELL,767886436,Cancelled,,,767886441,Cancelled
HZO,SELL,767886440,Cancelled,,,767886443,Cancelled
MODG,SELL,767886442,Cancelled,,,767886449,Cancelled
NEOG,SELL,767886444,Cancelled,,,767886452,Cancelled
SMTC,SELL,767886447,Filled,,,767886455,Filled
SNDK,SELL,767886445,Cancelled,,,767886453,Cancelled
AAOI,BUY,767886446,Filled,,,767886454,PreSubmitted
AISP,BUY,767886448,Filled,,,767886456,PreSubmitted
ARAI,BUY,767886450,Filled,,,767886457,PreSubmitted
NIU,BUY,767886451,Filled,,,767886458,PreSubmitted
